# ID_REF	IDENTIFIER	Gene title	Gene symbol	Gene ID	GenBank Accession
41097_at	TERF2	telomeric repeat binding factor 2	TERF2	7014	AF002999
41098_at	DAAM2	dishevelled associated activator of morphogenesis 2	DAAM2	23500	AB002379
41099_at	LIG3	DNA ligase 3	LIG3	3980	X84740
410_s_at	CSNK2B	casein kinase 2 beta	CSNK2B	1460	X57152
41100_at	CARD8	caspase recruitment domain family member 8	CARD8	22900	AB023172
41101_at	FIG4	FIG4 phosphoinositide 5-phosphatase	FIG4	9896	D87464
41102_at	GPKOW	G-patch domain and KOW motifs	GPKOW	27238	U66359
41103_at	BRPF1	bromodomain and PHD finger containing 1	BRPF1	7862	M91585
41104_at	CXCL13	C-X-C motif chemokine ligand 13	CXCL13	10563	AF044197
41105_s_at	AFDN	afadin, adherens junction formation factor	AFDN	4301	U02478
41106_at	KCNN4	potassium calcium-activated channel subfamily N member 4	KCNN4	3783	AF022797
41107_at	SNPH	syntaphilin	SNPH	9751	AB002372
41108_at	GTPBP6	GTP binding protein 6 (putative)	GTPBP6	8225	Y14391
41109_at	C4BPA	complement component 4 binding protein alpha	C4BPA	722	M31452
41110_at	CUL5	cullin 5	CUL5	8065	X81882
41111_at	BCAT2	branched chain amino acid transaminase 2	BCAT2	587	U68418
41112_at	ZNF500	zinc finger protein 500	ZNF500	26048	AB011129
41113_at	ZNF500	zinc finger protein 500	ZNF500	26048	
41114_at	MAST2	microtubule associated serine/threonine kinase 2	MAST2	23139	AB018350
41115_s_at	BAIAP3	BAI1 associated protein 3	BAIAP3	8938	AB018277
41116_at	TSR3	TSR3, acp transferase ribosome maturation factor	TSR3	115939	
41117_s_at	SLC9A3R2	SLC9A3 regulator 2	SLC9A3R2	9351	AB016243
41118_at	DHRS12	dehydrogenase/reductase 12	DHRS12	79758	
41119_f_at	DHRS12	dehydrogenase/reductase 12	DHRS12	79758	W27452
41120_at	AMT	aminomethyltransferase	AMT	275	D14686
41121_at	STX16	syntaxin 16	STX16	8675	AA203345
41122_at	KDM1A	lysine demethylase 1A	KDM1A	23028	AB011173
41123_s_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	5168	L35594
41124_r_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	5168	L35594
41125_r_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	5168	D45421
41126_at	SLC1A4	solute carrier family 1 member 4	SLC1A4	6509	AA978353
41127_at	SLC1A4	solute carrier family 1 member 4	SLC1A4	6509	L14595
41128_at	TMEM183B	transmembrane protein 183B///transmembrane protein 183A	TMEM183B///TMEM183A	653659///92703	AF070537
41129_at	TMEM41B	transmembrane protein 41B	TMEM41B	440026	D26067
41130_at	RANBP3	RAN binding protein 3	RANBP3	8498	Y08698
41131_f_at	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')	RPL36A-HNRNPH2///HNRNPH2	100529097///3188	U01923
41132_r_at	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')	RPL36A-HNRNPH2///HNRNPH2	100529097///3188	U01923
41133_at	G3BP1	G3BP stress granule assembly factor 1	G3BP1	10146	U32519
41134_at	DLGAP4	DLG associated protein 4	DLGAP4	22839	AB023181
41135_at	RPL39	ribosomal protein L39	RPL39	6170	U57846
41136_s_at	APP	amyloid beta precursor protein	APP	351	X13466
41137_at	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	PPP1R12B	4660	AB007972
41138_at	CD99	CD99 molecule	CD99	4267	M16279
41139_at	MAGED1	MAGE family member D1	MAGED1	9500	W26633
41140_at	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	IFNGR2	3460	U05875
41141_at	THAP12	THAP domain containing 12	THAP12	5612	AL049970
41142_at	OXCT1	3-oxoacid CoA-transferase 1	OXCT1	5019	U62961
41143_at	CALM3	calmodulin 3///calmodulin 2///calmodulin 1	CALM3///CALM2///CALM1	808///805///801	AH005370
41144_g_at	CALM3	calmodulin 3///calmodulin 2///calmodulin 1	CALM3///CALM2///CALM1	808///805///801	AH005370
41145_at	FAM13A	family with sequence similarity 13 member A	FAM13A	10144	AB020721
41146_at	PARP1	poly(ADP-ribose) polymerase 1	PARP1	142	J03473
41147_at	ISCA1	iron-sulfur cluster assembly 1	ISCA1	81689	AF038186
41148_at	HTN3	histatin 3	HTN3	3347	M26665
41149_at	LOC81691	exonuclease NEF-sp	LOC81691	81691	
41150_r_at	POFUT1	protein O-fucosyltransferase 1	POFUT1	23509	D80002
41151_at	INPP5K	inositol polyphosphate-5-phosphatase K	INPP5K	51763	U45973
41152_f_at	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough///ribosomal protein L36a	RPL36A-HNRNPH2///RPL36A	100529097///6173	
41153_f_at	CTNNA1	catenin alpha 1	CTNNA1	1495	AH007112
41154_r_at	CTNNA1	catenin alpha 1	CTNNA1	1495	AH007112
41155_at	CTNNA1	catenin alpha 1	CTNNA1	1495	U03100
41156_g_at	CTNNA1	catenin alpha 1	CTNNA1	1495	U03100
41157_at	RAD23B	RAD23 homolog B, nucleotide excision repair protein	RAD23B	5887	
41158_at	PLP1	proteolipid protein 1	PLP1	5354	M54927
41159_at	CLTC	clathrin heavy chain	CLTC	1213	D21260
41160_at	MBD3	methyl-CpG binding domain protein 3	MBD3	53615	
41161_at	DAXX	death domain associated protein	DAXX	1616	AB015051
41162_at	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G	PPM1G	5496	Y13936
41163_at	TMED3	transmembrane p24 trafficking protein 3	TMED3	23423	AL109672
41164_at	IGHM	immunoglobulin heavy constant mu	IGHM	3507	X67301
41165_g_at	IGHM	immunoglobulin heavy constant mu	IGHM	3507	X67301
41166_at	IGHM	immunoglobulin heavy constant mu	IGHM	3507	X58529
41167_at	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	PPP2R2A	5520	M64929
41168_at	TAPBP	TAP binding protein (tapasin)	TAPBP	6892	AF029750
41169_at	PLAUR	plasminogen activator, urokinase receptor	PLAUR	5329	U09346
41170_at	LOC441155	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A	LOC441155///ZC3H11A	441155///9877	AB014563
41171_at	MIR7703	microRNA 7703///proteasome activator subunit 2	MIR7703///PSME2	102465801///5721	D45248
41172_at	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	RDH11	51109	AA126515
41173_at	AL080205				AL080205
41174_at	RGPD6	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5///GRIP and coiled-coil domain containing 2	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5///GCC2	729540///727851///653489///285190///84220///9648	AF012086
41175_at	CBFB	core-binding factor beta subunit	CBFB	865	L20298
41176_at	LPCAT1	lysophosphatidylcholine acyltransferase 1	LPCAT1	79888	AF052162
41177_at	LPCAT1	lysophosphatidylcholine acyltransferase 1	LPCAT1	79888	AW024285
41178_at	RPL11	ribosomal protein L11	RPL11	6135	L05092
41179_at	RNF44	ring finger protein 44	RNF44	22838	AB029023
41180_i_at	DDTL	D-dopachrome tautomerase-like///D-dopachrome tautomerase	DDTL///DDT	100037417///1652	U49785
41181_r_at	DDTL	D-dopachrome tautomerase-like///D-dopachrome tautomerase	DDTL///DDT	100037417///1652	U49785
41182_at	DCT	dopachrome tautomerase	DCT	1638	D17547
41183_at	CSTF3	cleavage stimulation factor subunit 3	CSTF3	1479	U15782
41184_s_at	PSMB8	proteasome subunit beta 8	PSMB8	5696	
41185_f_at	LOC101929087	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3	LOC101929087///SUMO2///SUMO3	101929087///6613///6612	
41186_at	SUMO2	small ubiquitin-like modifier 2	SUMO2	6613	
41187_at	MYL12B	myosin light chain 12B	MYL12B	103910	U26162
41188_at	LAPTM4B	lysosomal protein transmembrane 4 beta	LAPTM4B	55353	W28186
41189_at	TNFRSF25	TNF receptor superfamily member 25	TNFRSF25	8718	Y09392
41190_at	TNFRSF25	TNF receptor superfamily member 25	TNFRSF25	8718	U83598
41191_at	PALLD	palladin, cytoskeletal associated protein	PALLD	23022	AB023209
41192_at	KYAT3	kynurenine aminotransferase 3	KYAT3	56267	
41193_at	DUSP6	dual specificity phosphatase 6	DUSP6	1848	AB013382
41194_at	SRP14	signal recognition particle 14	SRP14	6727	AI525652
41195_at	LPP	LIM domain containing preferred translocation partner in lipoma	LPP	4026	U49957
41196_at	KPNB1	karyopherin subunit beta 1	KPNB1	3837	L38951
41197_at	RAD23A	RAD23 homolog A, nucleotide excision repair protein	RAD23A	5886	D21235
41198_at	GRN	granulin	GRN	2896	AF055008
41199_s_at	SFPQ	splicing factor proline and glutamine rich	SFPQ	6421	W27050
411_i_at	IFITM2	interferon induced transmembrane protein 2	IFITM2	10581	X57351
41200_at	SCARB1	scavenger receptor class B member 1	SCARB1	949	Z22555
41201_at	DNM1L	dynamin 1 like	DNM1L	10059	AF000430
41202_s_at	CTDSP2	CTD small phosphatase 2	CTDSP2	10106	AF000152
41203_at	SF1	splicing factor 1	SF1	7536	L49380
41204_s_at	SF1	splicing factor 1	SF1	7536	Y08766
41205_at	UBE3A	ubiquitin protein ligase E3A	UBE3A	7337	U84404
41206_r_at	COX6A1	cytochrome c oxidase subunit 6A1	COX6A1	1337	AI540925
41207_at	C9orf3	chromosome 9 open reading frame 3	C9orf3	84909	AF043897
41208_at	RBM25	RNA binding motif protein 25	RBM25	58517	L40392
41209_at	LPL	lipoprotein lipase	LPL	4023	M15856
41210_at	CPB1	carboxypeptidase B1	CPB1	1360	M81057
41211_at	RBM12	RNA binding motif protein 12	RBM12	10137	AB018308
41212_r_at	EIF4H	eukaryotic translation initiation factor 4H	EIF4H	7458	D26068
41213_at	PRDX1	peroxiredoxin 1	PRDX1	5052	X67951
41214_at	RPS4Y1	ribosomal protein S4, Y-linked 1	RPS4Y1	6192	M58459
41215_s_at	ID2B	inhibitor of DNA binding 2B, HLH protein (pseudogene)///inhibitor of DNA binding 2, HLH protein	ID2B///ID2	84099///3398	D13891
41216_r_at	ID2	inhibitor of DNA binding 2, HLH protein	ID2	3398	D13891
41217_at	VPS41	VPS41, HOPS complex subunit	VPS41	27072	U87309
41218_at	USP34	ubiquitin specific peptidase 34	USP34	9736	AL050092
41219_at	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	AHSA2	130872	AL050376
41220_at	SEPT9	septin 9	SEPT9	10801	AB023208
41221_at	PGAM1	phosphoglycerate mutase 1	PGAM1	5223	J04173
41222_at	STAT6	signal transducer and activator of transcription 6	STAT6	6778	AH006951
41223_at	COX5A	cytochrome c oxidase subunit 5A	COX5A	9377	M22760
41224_at	LOC101929240	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200	LOC101929240///SNRNP200	101929240///23020	AB018331
41225_at	DUSP3	dual specificity phosphatase 3	DUSP3	1845	AL049417
41226_at	DUSP3	dual specificity phosphatase 3	DUSP3	1845	L05147
41227_at	OCRL	OCRL, inositol polyphosphate-5-phosphatase	OCRL	4952	
41228_r_at	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1	ATP5F1	515	X60221
41229_at	NFIB	nuclear factor I B	NFIB	4781	AI222594
41230_at	MAP2K5	mitogen-activated protein kinase kinase 5	MAP2K5	5607	U71087
41231_f_at	HMGN2	high mobility group nucleosomal binding domain 2	HMGN2	3151	X13546
41232_at	TCTN3	tectonic family member 3	TCTN3	26123	AL050022
41233_at	TMEM135	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6	TMEM135///DNAJB6	65084///10049	AB014888
41234_at	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	10049	AI540318
41235_at	ATF4	activating transcription factor 4	ATF4	468	
41236_at	MIEF1	mitochondrial elongation factor 1	MIEF1	54471	U79252
41237_at	HLA-A	major histocompatibility complex, class I, A	HLA-A	3105	U07234
41238_s_at	CELA3B	chymotrypsin like elastase family member 3B///chymotrypsin like elastase family member 3A	CELA3B///CELA3A	23436///10136	M18700
41239_r_at	CTSS	cathepsin S	CTSS	1520	M90696
41240_at	PSMA2	proteasome subunit alpha 2	PSMA2	5683	
41241_at	NARS	asparaginyl-tRNA synthetase	NARS	4677	D84273
41242_at	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	6675	AB011004
41243_at	SLC35E2B	solute carrier family 35 member E2B///solute carrier family 35 member E2	SLC35E2B///SLC35E2	728661///9906	AB007916
41244_f_at	PPP1CB	protein phosphatase 1 catalytic subunit beta	PPP1CB	5500	X80910
41245_at	GDF10	growth differentiation factor 10	GDF10	2662	D49493
41246_at	SERPINE2	serpin family E member 2	SERPINE2	5270	AL040655
41247_at	KCNB1	potassium voltage-gated channel subfamily B member 1	KCNB1	3745	H12054
41248_at	CSTF2T	cleavage stimulation factor subunit 2, tau variant	CSTF2T	23283	AB014589
41249_at	NADK	NAD kinase	NADK	65220	
41250_at	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	AIMP2	7965	U24169
41251_at	ZNHIT3	zinc finger HIT-type containing 3	ZNHIT3	9326	L40410
41252_s_at	PLEKHB2	pleckstrin homology domain containing B2	PLEKHB2	55041	W28614
41253_s_at	PLEKHB2	pleckstrin homology domain containing B2	PLEKHB2	55041	AI983043
41254_at	ADAM22	ADAM metallopeptidase domain 22	ADAM22	53616	N48190
41255_at	ADAM22	ADAM metallopeptidase domain 22	ADAM22	53616	W28848
41256_at	EEF1D	eukaryotic translation elongation factor 1 delta	EEF1D	1936	Z21507
41257_at	CAST	calpastatin	CAST	831	D16217
41258_at	NSUN5P2	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1	NSUN5P2///NSUN5P1	260294///155400	N29665
41259_at	NOP16	NOP16 nucleolar protein	NOP16	51491	
41260_at	DDX17	DEAD-box helicase 17	DDX17	10521	U59321
41261_at	N92920				N92920
41262_at	GTPBP1	GTP binding protein 1	GTPBP1	9567	
41263_at	GTPBP1	GTP binding protein 1	GTPBP1	9567	W28631
41264_at	RBM4B	RNA binding motif protein 4B	RBM4B	83759	AL050172
41265_at	RBM4B	RNA binding motif protein 4B	RBM4B	83759	W28070
41266_at	ITGA6	integrin subunit alpha 6	ITGA6	3655	X53586
41267_at	TCF25	transcription factor 25	TCF25	22980	AB028972
41268_g_at	TCF25	transcription factor 25	TCF25	22980	AB028972
41269_r_at	API5	apoptosis inhibitor 5	API5	8539	Y15906
41270_at	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	P3H4	10609	
41271_at	SLC7A8	solute carrier family 7 member 8	SLC7A8	23428	Y18483
41272_s_at	W29031	matrix remodeling associated 7	MXRA7	439921	W29031
41273_at	MXRA7	matrix remodeling associated 7	MXRA7	439921	AL046940
41274_at	CRYBG3	crystallin beta-gamma domain containing 3	CRYBG3	131544	AA908993
41275_at	E2F5	E2F transcription factor 5	E2F5	1875	U31556
41276_at	SAP18	Sin3A associated protein 18	SAP18	10284	W27641
41277_at	SAP18	Sin3A associated protein 18	SAP18	10284	AW021542
41278_at	ACTL6A	actin like 6A	ACTL6A	86	AF041474
41279_f_at	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	MAPK8IP1	9479	AF007134
41280_r_at	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	MAPK8IP1	9479	AF007134
41281_s_at	PEX10	peroxisomal biogenesis factor 10	PEX10	5192	AF060502
41282_s_at	RER1	retention in endoplasmic reticulum sorting receptor 1	RER1	11079	AA194159
41283_at	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	3189	AF052131
41284_at	INPP5A	inositol polyphosphate-5-phosphatase A	INPP5A	3632	
41285_at	INPP5A	inositol polyphosphate-5-phosphatase A	INPP5A	3632	X77567
41286_at	TACSTD2	tumor-associated calcium signal transducer 2	TACSTD2	4070	X77753
41287_s_at	CALM1	calmodulin 1	CALM1	801	W28510
41288_at	CALM3	calmodulin 3///calmodulin 2///calmodulin 1	CALM3///CALM2///CALM1	808///805///801	AL036744
41289_at	NCAM1	neural cell adhesion molecule 1	NCAM1	4684	
41290_at	NCAM1	neural cell adhesion molecule 1	NCAM1	4684	W27873
41291_at	TMEM259	transmembrane protein 259	TMEM259	91304	
41292_at	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	HNRNPH1	3187	L22009
41293_at	KRT7	keratin 7	KRT7	3855	
41294_at	KRT7	keratin 7	KRT7	3855	AJ238246
41295_at	STARD7	StAR related lipid transfer domain containing 7	STARD7	56910	AL041780
41296_s_at	W27761				W27761
41297_at	MAN1A2	mannosidase alpha class 1A member 2	MAN1A2	10905	
41298_at	MAN1A2	mannosidase alpha class 1A member 2	MAN1A2	10905	AF027156
41299_f_at	CFAP20	cilia and flagella associated protein 20	CFAP20	29105	W28183
41300_s_at	ITM2B	integral membrane protein 2B	ITM2B	9445	AA477898
41301_at	ITM2B	integral membrane protein 2B	ITM2B	9445	W28608
41302_at	AHCYL1	adenosylhomocysteinase like 1	AHCYL1	10768	R59606
41303_r_at	RSRP1	arginine and serine rich protein 1	RSRP1	57035	AI378632
41304_at	NRP2	neuropilin 2	NRP2	8828	AF022860
41305_at	SLC5A2	solute carrier family 5 member 2	SLC5A2	6524	M95549
41306_at	NECAB3	N-terminal EF-hand calcium binding protein 3	NECAB3	63941	AA004795
41307_at	LINC01481	long intergenic non-protein coding RNA 1481	LINC01481	101928062	W28597
41308_at	CTBP1	C-terminal binding protein 1	CTBP1	1487	U37408
41309_g_at	CTBP1	C-terminal binding protein 1	CTBP1	1487	U37408
41310_f_at	NR2F6	nuclear receptor subfamily 2 group F member 6	NR2F6	2063	X12794
41311_f_at	NR2F6	nuclear receptor subfamily 2 group F member 6	NR2F6	2063	
41312_r_at	NR2F6	nuclear receptor subfamily 2 group F member 6	NR2F6	2063	
41313_at	OSBP	oxysterol binding protein	OSBP	5007	M86917
41314_at	CS	citrate synthase	CS	1431	AF047042
41315_at	SAFB	scaffold attachment factor B	SAFB	6294	
41316_s_at	SAFB	scaffold attachment factor B	SAFB	6294	U72355
41317_at	RAP2A	RAP2A, member of RAS oncogene family	RAP2A	5911	X12534
41318_g_at	RAP2A	RAP2A, member of RAS oncogene family	RAP2A	5911	X12534
41319_at	RAP2A	RAP2A, member of RAS oncogene family	RAP2A	5911	
41320_s_at	LRRFIP1	LRR binding FLII interacting protein 1	LRRFIP1	9208	U69609
41321_s_at	RMND5B	required for meiotic nuclear division 5 homolog B	RMND5B	64777	
41322_s_at	NHP2	NHP2 ribonucleoprotein	NHP2	55651	
41323_at	LOC100507424	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2	LOC100507424///ITFG2	100507424///55846	U90917
41324_g_at	LOC100507424	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2	LOC100507424///ITFG2	100507424///55846	U90917
41325_at	KCNK3	potassium two pore domain channel subfamily K member 3	KCNK3	3777	AF006823
41326_at	KCNK3	potassium two pore domain channel subfamily K member 3	KCNK3	3777	
41327_at	EML2	echinoderm microtubule associated protein like 2	EML2	24139	
41328_s_at	EML2	echinoderm microtubule associated protein like 2	EML2	24139	AL096717
41329_at	SCYL3	SCY1 like pseudokinase 3	SCYL3	57147	AI458463
41330_s_at	LRIG2	leucine rich repeats and immunoglobulin like domains 2	LRIG2	9860	AB018349
41331_at	LRIG2	leucine rich repeats and immunoglobulin like domains 2	LRIG2	9860	R93981
41332_at	POLR2E	RNA polymerase II subunit E	POLR2E	5434	D38251
41333_at	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	ACAP2	23527	D26069
41334_r_at	MTDH	metadherin	MTDH	92140	AA398463
41335_at	NSL1	NSL1, MIS12 kinetochore complex component	NSL1	25936	AL050084
41336_at	NSL1	NSL1, MIS12 kinetochore complex component	NSL1	25936	AI823772
41337_at	AES	amino-terminal enhancer of split	AES	166	U04241
41338_at	AES	amino-terminal enhancer of split	AES	166	
41339_at	UBE4B	ubiquitination factor E4B	UBE4B	10277	AF043117
41340_at	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	SEMA7A	8482	
41341_at	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	SEMA7A	8482	AF030698
41342_at	RANBP1	RAN binding protein 1	RANBP1	5902	D38076
41343_at	CDS2	CDP-diacylglycerol synthase 2	CDS2	8760	Y16521
41344_s_at	PURA	purine rich element binding protein A	PURA	5813	M96684
41345_at	PURA	purine rich element binding protein A	PURA	5813	
41346_at	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	LARGE1	9215	AJ007583
41347_at	IRX5	iroquois homeobox 5	IRX5	10265	
41348_at	IRX5	iroquois homeobox 5	IRX5	10265	U90304
41349_at	PSEN2	presenilin 2	PSEN2	5664	L43964
41350_at	COL6A1	collagen type VI alpha 1 chain	COL6A1	1291	M20776
41351_at	COL6A1	collagen type VI alpha 1 chain	COL6A1	1291	
41352_at	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	6480	AF007133
41353_at	TNFRSF17	TNF receptor superfamily member 17	TNFRSF17	608	Z29574
41354_at	STC1	stanniocalcin 1	STC1	6781	U25997
41355_at	BCL11A	B-cell CLL/lymphoma 11A	BCL11A	53335	N95229
41356_at	BCL11A	B-cell CLL/lymphoma 11A	BCL11A	53335	W27619
41357_at	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	ATP5B	506	W27997
41358_at	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	CNNM2	54805	AI827730
41359_at	PKP3	plakophilin 3	PKP3	11187	Z98265
41360_at	CNOT8	CCR4-NOT transcription complex subunit 8	CNOT8	9337	AA044787
41361_at	CNOT8	CCR4-NOT transcription complex subunit 8	CNOT8	9337	W28148
41362_at	ABCG1	ATP binding cassette subfamily G member 1	ABCG1	9619	X91249
41363_at	GEMIN2	gem nuclear organelle associated protein 2	GEMIN2	8487	AF027150
41364_r_at	PHACTR2	phosphatase and actin regulator 2	PHACTR2	9749	AB014580
41365_at	MUC5B	mucin 5B, oligomeric mucus/gel-forming	MUC5B	727897	Y09788
41366_at	R3HDM2	R3H domain containing 2	R3HDM2	22864	AB023219
41367_at	HNF4G	hepatocyte nuclear factor 4 gamma	HNF4G	3174	Z49826
41368_at	SLC13A3	solute carrier family 13 member 3	SLC13A3	64849	AA922934
41369_at	PNLIP	pancreatic lipase	PNLIP	5406	J05125
41370_at	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	SNRNP40	9410	AF090988
41371_at	GTF2H4	general transcription factor IIH subunit 4	GTF2H4	2968	Y07595
41372_at	ATG14	autophagy related 14	ATG14	22863	AB020638
41373_s_at	MAP1B	microtubule associated protein 1B	MAP1B	4131	W27148
41374_at	RPS6KB2	ribosomal protein S6 kinase B2	RPS6KB2	6199	AB016869
41375_at	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM2	57819	AJ245416
41376_i_at	UGT2B7	UDP glucuronosyltransferase family 2 member B7	UGT2B7	7364	J05428
41377_f_at	UGT2B7	UDP glucuronosyltransferase family 2 member B7	UGT2B7	7364	J05428
41378_at	SGCD	sarcoglycan delta	SGCD	6444	AF010236
41379_at	SMC5	structural maintenance of chromosomes 5	SMC5	23137	AB011166
41380_at	DPH2	DPH2 homolog	DPH2	1802	AF053003
41381_at	CHD9	chromodomain helicase DNA binding protein 9	CHD9	80205	AB002306
41382_at	DMBT1	deleted in malignant brain tumors 1	DMBT1	1755	AJ000342
41383_at	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	MUC5AC	4586	AJ001403
41384_at	RIPK2	receptor interacting serine/threonine kinase 2	RIPK2	8767	
41385_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	EPB41L3	23136	AB023204
41386_i_at	KDM6B	lysine demethylase 6B	KDM6B	23135	AB002344
41387_r_at	KDM6B	lysine demethylase 6B	KDM6B	23135	AB002344
41388_at	MEIS2	Meis homeobox 2	MEIS2	4212	AF017418
41389_s_at	MOK	MOK protein kinase	MOK	5891	U46193
41390_at	UTRN	utrophin	UTRN	7402	X69086
41391_at	NOP14-AS1	NOP14 antisense RNA 1	NOP14-AS1	317648	AB000466
41392_at	NOP14-AS1	NOP14 antisense RNA 1	NOP14-AS1	317648	AB000464
41393_at	ZNF195	zinc finger protein 195	ZNF195	7748	AF003540
41394_at	PLD2	phospholipase D2	PLD2	5338	AF038440
41395_at	CHST1	carbohydrate sulfotransferase 1	CHST1	8534	AB003791
41396_at	CLIP2	CAP-Gly domain containing linker protein 2	CLIP2	7461	AB006629
41397_at	ZNF821	zinc finger protein 821	ZNF821	55565	AF070588
41398_at	YTHDC2	YTH domain containing 2	YTHDC2	64848	AL049305
41399_at	PHF8	PHD finger protein 8	PHF8	23133	AB029034
413_at	HOXD9	homeobox D9	HOXD9	3235	X59372
41400_at	TK1	thymidine kinase 1	TK1	7083	K02581
41401_at	CSRP2	cysteine and glycine rich protein 2	CSRP2	1466	U57646
41402_at	PARM1	prostate androgen-regulated mucin-like protein 1	PARM1	25849	AL080121
41403_at	SNRPF	small nuclear ribonucleoprotein polypeptide F	SNRPF	6636	
41404_at	RPS6KA4	ribosomal protein S6 kinase A4	RPS6KA4	8986	AJ010119
41405_at	SFRP4	secreted frizzled related protein 4	SFRP4	6424	AF026692
41406_at	INTS3	integrator complex subunit 3	INTS3	65123	AL080172
41407_at	MIR1236	microRNA 1236///negative elongation factor complex member E	MIR1236///NELFE	100302242///7936	L03411
41408_at	SUPV3L1	Suv3 like RNA helicase	SUPV3L1	6832	AF042169
41409_at	THEMIS2	thymocyte selection associated family member 2	THEMIS2	9473	AF044896
41410_at	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	NDUFAF1	51103	W29042
41411_at	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	NDUFAF1	51103	
41412_at	CSDC2	cold shock domain containing C2	CSDC2	27254	
41413_at	CLPTM1	CLPTM1, transmembrane protein	CLPTM1	1209	AF037339
41414_at	RHBDD3	rhomboid domain containing 3	RHBDD3	25807	AL050346
41415_at	BYSL	bystin like	BYSL	705	L36720
41416_at	FGL1	fibrinogen like 1	FGL1	2267	D14446
41417_at	GDE1	glycerophosphodiester phosphodiesterase 1	GDE1	51573	
41418_at	ADGRL1	adhesion G protein-coupled receptor L1	ADGRL1	22859	AB020628
41419_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	GULP1	51454	AL080142
41420_at	IGFBP5	insulin like growth factor binding protein 5	IGFBP5	3488	AF055033
41421_at	CAMTA2	calmodulin binding transcription activator 2	CAMTA2	23125	AB020716
41422_at	DPYS	dihydropyrimidinase	DPYS	1807	D78011
41423_at	CLSTN3	calsyntenin 3	CLSTN3	9746	AB018269
41424_at	PON3	paraoxonase 3	PON3	5446	L48516
41425_at	FLI1	Fli-1 proto-oncogene, ETS transcription factor	FLI1	2313	M98833
41426_at	ZNF212	zinc finger protein 212	ZNF212	7988	U38864
41427_at	41427_at				
41428_at	ABCC5	ATP binding cassette subfamily C member 5	ABCC5	10057	AF104942
41429_at	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	PPP2R1B	5519	M65254
41430_at	WDR7	WD repeat domain 7	WDR7	23335	AB011113
41431_at	ICK	intestinal cell (MAK-like) kinase	ICK	22858	AB023153
